Ticker,final_prediction,prediction_confidence
ANIP,Buy,1.0
RES,Buy,1.0
SANA,Buy,0.67068344
CARS,Buy,1.0
GIC,Buy,1.0
GYRE,Buy,0.9999999
DOLE,Buy,1.0
ACMR,Buy,1.0
GOTU,Sell,0.86349225
KRO,Buy,1.0
SGH,Buy,1.0
IMTX,Buy,1.0
AOSL,Buy,1.0
REVG,Buy,1.0
NTST,Buy,1.0
TGI,Buy,1.0
TPC,Buy,1.0
PMT,Buy,1.0
ESTA,Buy,1.0
SAFT,Buy,1.0
HY,Buy,1.0
UTZ,Buy,1.0
BV,Buy,1.0
MOMO,Buy,0.999998
PRTA,Buy,1.0
CMTG,Buy,1.0
ADEA,Buy,1.0
UVV,Buy,1.0
CRCT,Sell,0.99952066
OMCL,Buy,1.0
GES,Buy,1.0
ACDC,Buy,1.0
TRNS,Buy,1.0
BRCC,Buy,0.9546789
SABR,Buy,0.998409
PSFE,Buy,1.0
IE,Buy,0.9999957
CLMT,Buy,1.0
CRAI,Buy,1.0
VTEX,Buy,1.0
UMH,Buy,1.0
BY,Buy,1.0
SPH,Buy,1.0
GENI,Buy,1.0
RVLV,Buy,1.0
PBI,Buy,0.9999999
PGRE,Buy,0.9999989
CAL,Buy,1.0
PRM,Buy,0.99718046
BLX,Buy,1.0
ICHR,Buy,1.0
RBCAA,Buy,1.0
GAM,Buy,1.0
ALX,Buy,1.0
CIM,Buy,1.0
SLCA,Buy,1.0
LZ,Buy,1.0
MRC,Buy,1.0
CSWC,Buy,1.0
MEG,Buy,1.0
OCUL,Buy,0.9999999
ADV,Buy,0.99999917
ROOT,Buy,0.9999995
NRP,Buy,1.0
GCT,Buy,1.0
FORTY,Buy,1.0
XNCR,Buy,1.0
HTZ,Buy,0.99999
GOOS,Buy,1.0
NVGS,Buy,1.0
PEBO,Buy,1.0
BHLB,Buy,1.0
NFJ,Buy,1.0
NMZ,Buy,1.0
CNNE,Buy,1.0
ATRC,Buy,1.0
JFR,Buy,1.0
GABC,Buy,1.0
GOGO,Buy,1.0
EEX,Buy,0.999998
SBH,Buy,1.0
GIII,Buy,1.0
MFA,Buy,1.0
SII,Buy,1.0
EIG,Buy,1.0
NRDS,Buy,1.0
SCSC,Buy,1.0
BITF,Buy,1.0
OLPX,Buy,0.99775
QCRH,Buy,1.0
AUTL,Sell,0.6743147
ULH,Buy,1.0
FBRT,Buy,1.0
JBSS,Buy,1.0
LC,Buy,1.0
TBLA,Buy,1.0
CTOS,Buy,1.0
DCBO,Buy,1.0
RLAY,Buy,0.9999999
SHCO,Buy,0.9999969
PLYA,Buy,1.0
IRON,Buy,1.0
SHLS,Buy,0.99999416
LOMA,Buy,0.99999964
KBDC,Buy,1.0
HLF,Buy,1.0
HDL,Buy,0.99999976
PFBC,Buy,1.0
ARQT,Sell,0.99999475
ECPG,Buy,1.0
AORT,Buy,1.0
ANGI,Buy,0.999997
FDP,Buy,1.0
EOS,Buy,1.0
PX,Buy,1.0
EFC,Buy,1.0
EXK,Buy,1.0
THR,Buy,1.0
CLB,Buy,1.0
OBK,Buy,1.0
OMI,Buy,1.0
WWW,Buy,0.97296983
PRO,Buy,1.0
ARR,Buy,1.0
FPF,Buy,1.0
NAPA,Buy,1.0
COUR,Buy,1.0
SMR,Sell,0.6236669
CSR,Buy,1.0
KIND,Buy,0.9895956
PLYM,Buy,1.0
ECVT,Buy,1.0
EVGO,Buy,0.99995565
MSEX,Buy,1.0
SEAT,Buy,1.0
GSM,Buy,1.0
SSRM,Buy,1.0
RSKD,Buy,0.9999995
TRS,Buy,1.0
GPRE,Buy,1.0
BCSF,Buy,1.0
REAX,Sell,0.82696253
INVA,Buy,1.0
HOV,Buy,1.0
SILK,Buy,1.0
CNTA,Sell,0.86101764
OPRA,Buy,1.0
BBDC,Buy,1.0
HEPS,Buy,0.99581534
DQ,Buy,1.0
INDI,Buy,0.99998677
SLN,Buy,1.0
GB,Buy,0.9999831
JKS,Buy,1.0
CSIQ,Buy,1.0
PUBM,Buy,1.0
AMTD,Buy,0.9995202
COLL,Buy,1.0
MDXG,Buy,1.0
TARS,Buy,1.0
FSLY,Buy,1.0
SCVL,Buy,1.0
CALT,Buy,1.0
SHEN,Buy,1.0
ELVN,Buy,0.9999918
CMCO,Buy,1.0
CGEM,Buy,1.0
PDS,Buy,1.0
HIBB,Buy,1.0
IRWD,Buy,1.0
MUC,Buy,1.0
GRC,Buy,1.0
DLX,Buy,1.0
VTOL,Buy,1.0
OPK,Buy,1.0
JACK,Buy,1.0
TNGX,Buy,1.0
EYE,Buy,1.0
TYRA,Buy,1.0
PGY,Sell,0.9986559
AHH,Buy,1.0
OKLO,Buy,1.0
PLSE,Buy,1.0
NX,Buy,1.0
QNST,Buy,1.0
OCFC,Buy,1.0
AVNS,Buy,1.0
KARO,Buy,1.0
SPRY,Buy,1.0
BBN,Buy,1.0
BRDG,Buy,1.0
CECO,Buy,1.0
RNP,Buy,1.0
WNC,Buy,1.0
AGX,Buy,1.0
IRS,Buy,0.9999999
EDN,Buy,1.0
ATEN,Buy,1.0
XPEL,Buy,1.0
MFIC,Buy,1.0
FIGS,Buy,0.9999999
BZH,Buy,1.0
NN,Buy,0.99999547
ATSG,Buy,1.0
SVC,Buy,0.9999999
PGRU,Buy,1.0
UTI,Buy,1.0
TWKS,Buy,0.9981856
BTZ,Buy,1.0
PDM,Buy,0.99999774
ECO,Buy,1.0
BXC,Buy,1.0
FIP,Buy,1.0
HTLD,Buy,1.0
AMSC,Buy,0.9999696
RWT,Buy,1.0
AGRO,Buy,1.0
MTUS,Buy,1.0
NEXA,Buy,0.9999938
AMPL,Buy,1.0
BLFS,Buy,1.0
PCT,Buy,0.99607784
NCDL,Buy,1.0
CWH,Buy,1.0
SBOW,Buy,1.0
PHVS,Buy,1.0
WOOF,Buy,0.9999517
AMAL,Buy,1.0
SOC,Buy,1.0
TILE,Buy,1.0
RPAY,Buy,1.0
MTAL,Buy,1.0
SBGI,Buy,0.9999982
UUUU,Buy,0.99999964
NRK,Buy,1.0
IHS,Sell,0.60654
CBRL,Buy,1.0
ARIS,Buy,1.0
SBR,Buy,1.0
ANAB,Buy,1.0
COGT,Sell,0.9999727
PRAX,Buy,1.0
SBSI,Buy,1.0
IDT,Buy,1.0
FWRG,Buy,1.0
HCI,Buy,1.0
RDFN,Buy,1.0
HUYA,Buy,1.0
CDNA,Buy,0.99991703
IMOS,Buy,1.0
IMAX,Buy,1.0
BSIG,Buy,1.0
DCOM,Buy,1.0
MAX,Buy,1.0
ASTL,Buy,1.0
HQH,Buy,1.0
UTL,Buy,1.0
DX,Buy,1.0
PCRX,Buy,1.0
MATV,Buy,1.0
VRDN,Buy,1.0
HSTM,Buy,1.0
TCPC,Buy,1.0
TUYA,Buy,0.9982021
HUMA,Buy,0.9524741
TH,Buy,1.0
CRON,Buy,1.0
AMSF,Buy,1.0
CPLP,Buy,1.0
TTGT,Buy,1.0
PUMP,Buy,1.0
SXC,Buy,1.0
ETW,Buy,1.0
GDYN,Buy,1.0
BFC,Buy,1.0
EVEX,Buy,0.9999726
GATO,Buy,0.9997004
FBMS,Buy,1.0
DGII,Buy,1.0
NOVA,Sell,0.9997124
BASE,Buy,1.0
AOD,Buy,1.0
FMBH,Buy,1.0
GRNT,Buy,0.9999225
PRAA,Buy,1.0
EVER,Buy,1.0
AWF,Buy,1.0
XPOF,Buy,1.0
BRKL,Buy,1.0
BBSI,Buy,1.0
CTBI,Buy,1.0
HROW,Buy,1.0
WEST,Buy,1.0
FVRR,Buy,1.0
CFB,Buy,1.0
MQY,Buy,1.0
USNA,Buy,1.0
DCO,Buy,1.0
CHI,Buy,1.0
MESO,Sell,0.9993181
MUI,Buy,1.0
BELFB,Buy,1.0
DRD,Buy,1.0
ABCL,Buy,0.99999917
NYAX,Buy,1.0
AMTB,Buy,1.0
GDEN,Buy,1.0
GHLD,Buy,1.0
PFC,Buy,1.0
CRSR,Buy,1.0
UNIT,Buy,0.99991465
CHY,Buy,1.0
CURV,Buy,1.0
SLRC,Buy,1.0
GSL,Buy,1.0
GNK,Buy,1.0
ALGT,Buy,1.0
SCHL,Buy,1.0
CII,Buy,1.0
ACEL,Buy,1.0
CNOB,Buy,1.0
WGS,Sell,0.99999845
HCSG,Buy,1.0
CRF,Buy,1.0
ZIP,Buy,1.0
ECC,Buy,1.0
BRSP,Buy,1.0
ABVX,Buy,0.99985456
ASC,Buy,1.0
INNV,Buy,0.9999882
ATUS,Buy,0.96746415
AMRK,Buy,1.0
MATW,Buy,1.0
BJRI,Buy,1.0
CFFN,Buy,0.9999919
CTKB,Buy,0.99894196
UNFI,Buy,1.0
NVRI,Buy,0.99997544
CHPT,Buy,0.7355727
CCO,Buy,0.9810821
CVAC,Buy,0.9999753
CLOV,Buy,0.9999988
WLKP,Buy,1.0
AXL,Buy,1.0
PFLT,Buy,1.0
APLD,Buy,0.9998319
TMP,Buy,1.0
PRLB,Buy,1.0
CBL,Buy,1.0
BOW,Buy,1.0
LQDA,Buy,1.0
ETNB,Buy,1.0
ERII,Buy,1.0
IMNM,Buy,0.6421981
UAN,Buy,1.0
CATX,Sell,0.9999865
AUPH,Buy,0.9997944
ERAS,Sell,0.999012
SLP,Buy,1.0
REX,Buy,1.0
KOP,Buy,1.0
PNTG,Buy,1.0
CLW,Buy,1.0
RYI,Buy,1.0
LAB,Buy,1.0
CNDT,Buy,1.0
WRLD,Buy,1.0
DXPE,Buy,1.0
ATRI,Buy,1.0
BLND,Buy,0.99999905
ULCC,Buy,0.80112284
VVI,Buy,1.0
TXO,Buy,1.0
CINT,Buy,1.0
BDN,Buy,1.0
NBR,Buy,1.0
SUPV,Sell,0.9296039
KELYA,Buy,1.0
OLMA,Buy,0.9999857
MNTK,Buy,0.99999857
DNTH,Sell,0.9992353
MBWM,Buy,1.0
KIDS,Buy,1.0
NUVB,Buy,0.80389744
UVSP,Buy,1.0
DEC,Buy,1.0
IIIV,Buy,1.0
TEN,Buy,1.0
NAT,Buy,1.0
LAZR,Buy,0.9999653
HZO,Buy,1.0
EH,Buy,0.99999917
OLO,Buy,1.0
CRGX,Sell,0.9998956
MBUU,Buy,1.0
DHC,Buy,0.99773455
VTS,Buy,1.0
WDI,Buy,1.0
FCBC,Buy,1.0
SVRA,Buy,0.9999999
EOI,Buy,1.0
TK,Buy,1.0
SPLP,Buy,1.0
ML,Buy,0.99999857
EMBC,Buy,1.0
AVO,Buy,1.0
RGR,Buy,1.0
VLRS,Buy,1.0
ETD,Buy,1.0
TRTX,Buy,1.0
HAYN,Buy,1.0
PAHC,Buy,1.0
DLY,Buy,1.0
JQC,Buy,1.0
EOLS,Buy,1.0
PLRX,Buy,1.0
ASTE,Buy,1.0
MYI,Buy,1.0
ATEX,Buy,1.0
CAPL,Buy,1.0
PHK,Buy,1.0
ABL,Buy,1.0
NBBK,Buy,1.0
SAGE,Buy,1.0
OSBC,Buy,1.0
CGC,Buy,0.8748514
ATRO,Buy,1.0
LPRO,Buy,0.9999999
NVTS,Buy,1.0
ARKO,Buy,0.9999999
TVTX,Sell,0.9680495
KRNT,Buy,1.0
FDMT,Buy,1.0
MCBS,Buy,1.0
HFWA,Buy,1.0
RDWR,Buy,1.0
EIM,Buy,1.0
METC,Buy,1.0
LEU,Buy,1.0
MNRO,Buy,1.0
LXRX,Buy,0.9999962
HTD,Buy,1.0
HBT,Buy,1.0
RAPP,Sell,0.9999999
CHCT,Buy,1.0
EU,Buy,0.99999714
HA,Buy,1.0
FFC,Buy,1.0
TRIN,Buy,1.0
WVE,Buy,0.9999988
STOK,Buy,0.93668926
GSBC,Buy,1.0
IGIC,Buy,1.0
MLR,Buy,1.0
CRESY,Buy,1.0
NXP,Buy,1.0
DMRC,Buy,1.0
WSR,Buy,1.0
EGY,Buy,1.0
KREF,Buy,1.0
YALA,Buy,0.9999999
BLDP,Buy,0.9999999
ASIX,Buy,1.0
CCAP,Buy,1.0
SWBI,Buy,1.0
XMTR,Buy,1.0
GCI,Buy,0.9892162
OPAL,Buy,0.9999999
WEAV,Buy,1.0
SRRK,Buy,0.95825815
EFXT,Buy,0.991026
DSP,Buy,1.0
NR,Buy,1.0
LMB,Buy,1.0
ORIC,Buy,0.99986804
HSII,Buy,1.0
ZYME,Buy,1.0
PHAT,Buy,0.75033265
FAX,Buy,0.997021
ABUS,Buy,0.9999944
EVRI,Buy,1.0
NPWR,Buy,1.0
BIOX,Buy,1.0
CCB,Buy,1.0
SMP,Buy,1.0
TREE,Buy,1.0
SIBN,Buy,1.0
URGN,Buy,1.0
GRPN,Buy,1.0
IFN,Buy,1.0
IMXI,Buy,1.0
EGBN,Buy,1.0
SPTN,Buy,1.0
YEXT,Buy,0.9999987
OUST,Sell,0.9560738
AUNA,Sell,0.9914614
DAKT,Buy,1.0
VMO,Buy,1.0
FNA,Buy,0.9999962
HAIN,Buy,1.0
AMPS,Buy,0.74645185
TIGR,Buy,0.99999964
IBCP,Buy,1.0
MLYS,Buy,1.0
DH,Buy,0.9999999
CVLG,Buy,1.0
HCKT,Buy,1.0
AVBP,Buy,0.9999646
CPF,Buy,1.0
BOE,Buy,1.0
CLCO,Buy,1.0
SVM,Buy,0.9964414
SKYH,Buy,0.9972083
BYON,Buy,1.0
THRY,Buy,1.0
CION,Buy,1.0
SIGA,Buy,0.999869
BGS,Buy,1.0
AVAH,Sell,0.9939283
VVR,Buy,1.0
NGL,Buy,1.0
PRME,Buy,0.9990615
PETQ,Buy,1.0
STRW,Buy,1.0
SLRN,Sell,0.85071075
TPB,Buy,1.0
EXAI,Sell,0.9998323
RBBN,Buy,0.98982155
FLGT,Buy,1.0
DNA,Buy,0.9879821
TGB,Buy,1.0
SCWX,Buy,0.99999964
REPX,Buy,1.0
OTLY,Buy,0.99759656
SVA,Sell,1.0
CHUY,Buy,1.0
INN,Buy,1.0
SNCY,Buy,1.0
LZM,Sell,0.99997413
PL,Buy,0.9997348
MD,Buy,1.0
LEGH,Buy,1.0
NIE,Buy,1.0
LDI,Buy,0.9998344
GGN,Buy,0.99999964
STKL,Buy,1.0
SSYS,Buy,1.0
IIIN,Buy,1.0
RGNX,Buy,1.0
IGMS,Sell,0.99999917
FWRD,Buy,1.0
LVRO,Buy,1.0
GMRE,Buy,1.0
KC,Buy,1.0
BTO,Buy,1.0
ADSE,Buy,1.0
MHD,Buy,1.0
CMPO,Buy,0.9988244
CELC,Buy,1.0
ARCT,Buy,1.0
CCD,Buy,1.0
VEL,Buy,1.0
TRST,Buy,1.0
ATXS,Buy,0.99992585
LQDT,Buy,1.0
FLYX,Sell,0.9996458
BIGC,Buy,1.0
PLPC,Buy,1.0
PEO,Buy,1.0
HTBK,Buy,1.0
SLQT,Buy,1.0
VMEO,Buy,0.9999304
LAC,Buy,0.9994392
GHRS,Sell,0.9989668
APLT,Buy,1.0
FDUS,Buy,1.0
FSBC,Buy,1.0
BH,Buy,1.0
NKX,Buy,1.0
NYMT,Buy,1.0
REPL,Buy,0.99999166
ADPT,Buy,0.99982834
FLWS,Buy,1.0
PFN,Buy,1.0
BFST,Buy,1.0
KALV,Buy,0.99738413
LRMR,Sell,0.99995553
MUJ,Buy,1.0
EBS,Sell,0.9579673
ANNX,Sell,0.9999685
EBF,Buy,1.0
CRBP,Sell,0.9999976
MCB,Buy,1.0
EQBK,Buy,1.0
GLDD,Buy,1.0
CEM,Buy,1.0
BWMN,Buy,1.0
DDI,Buy,0.9999987
DRQ,Buy,1.0
DJCO,Buy,1.0
ORRF,Buy,1.0
PTLO,Buy,1.0
KRUS,Buy,1.0
HTBI,Buy,1.0
HAFC,Buy,1.0
GTN,Buy,0.9999975
SRDX,Buy,1.0
CDMO,Sell,0.80408
ALLO,Sell,0.999111
VINP,Buy,1.0
AZUL,Buy,0.9999559
MREO,Sell,0.68106836
MNMD,Buy,0.88514525
GOOD,Buy,1.0
CLNE,Buy,0.99941194
LXU,Buy,1.0
BHK,Buy,1.0
ALTI,Sell,0.99995446
PACK,Buy,1.0
BWMX,Buy,1.0
SB,Buy,1.0
PRA,Buy,1.0
MLAB,Buy,1.0
YORW,Buy,1.0
TWI,Buy,1.0
GCBC,Buy,1.0
KRT,Buy,1.0
VREX,Buy,1.0
PDT,Buy,1.0
ETJ,Buy,1.0
HSAI,Buy,1.0
OFIX,Buy,1.0
LASR,Buy,1.0
IRMD,Buy,1.0
IIM,Buy,1.0
TRDA,Buy,0.9998808
FRPH,Buy,1.0
EMD,Buy,1.0
LILM,Buy,0.96860695
ITOS,Buy,1.0
OBE,Buy,0.9999999
KE,Buy,1.0
ORC,Buy,1.0
VERV,Buy,0.99426985
FPI,Buy,1.0
MMU,Buy,1.0
LIND,Buy,0.99999833
VNET,Buy,0.66052455
CLFD,Buy,1.0
PLOW,Buy,1.0
SMWB,Buy,1.0
SOI,Buy,1.0
AMBC,Buy,1.0
NFGC,Buy,1.0
MITK,Buy,1.0
ECX,Buy,0.9999993
HONE,Buy,1.0
UHT,Buy,1.0
PML,Buy,1.0
NGVC,Buy,1.0
MOV,Buy,1.0
NRC,Buy,1.0
BAND,Buy,1.0
SMBC,Buy,1.0
LENZ,Sell,0.9874419
UVE,Buy,1.0
ALEC,Buy,0.9997371
CASS,Buy,1.0
AEHR,Buy,1.0
EZPW,Buy,1.0
CCBG,Buy,1.0
BGY,Buy,1.0
GPRK,Buy,1.0
EWCZ,Buy,1.0
SNDL,Buy,0.99550146
RXT,Buy,0.9547077
TERN,Buy,0.9999409
VGM,Buy,1.0
NGNE,Buy,1.0
UFCS,Buy,1.0
OPY,Buy,1.0
AIOT,Buy,0.999995
STK,Buy,1.0
BALY,Buy,1.0
OABI,Buy,1.0
QTRX,Buy,0.9999981
CAC,Buy,1.0
VKQ,Buy,1.0
MGIC,Buy,1.0
OCS,Buy,1.0
SFIX,Sell,0.72861683
NPK,Buy,1.0
DIN,Buy,1.0
CTNM,Sell,0.9923447
ZKH,Buy,0.9973737
NBN,Buy,1.0
PBT,Buy,1.0
LE,Buy,1.0
PEPG,Buy,1.0
PSBD,Buy,1.0
ACTG,Buy,1.0
MSBI,Buy,1.0
FMNB,Buy,1.0
EMO,Buy,1.0
MYE,Buy,1.0
FC,Buy,1.0
CGNT,Sell,0.772526
NOA,Buy,1.0
LAND,Buy,1.0
MERC,Buy,1.0
PRTC,Buy,1.0
WASH,Buy,1.0
DOYU,Sell,0.996971
RILY,Sell,0.9999969
CCRN,Buy,1.0
NOAH,Buy,1.0
GRVY,Buy,1.0
CNSL,Buy,1.0
BRY,Buy,0.9999995
ZEUS,Buy,1.0
GFR,Buy,0.9999999
GLAD,Buy,1.0
ACIC,Buy,1.0
WIW,Buy,1.0
IQI,Buy,1.0
OLP,Buy,1.0
GDOT,Buy,1.0
CSTL,Buy,1.0
OFLX,Buy,1.0
GAIN,Buy,1.0
INOD,Buy,0.9838537
HPS,Buy,1.0
CTLP,Buy,1.0
NXJ,Buy,1.0
THFF,Buy,1.0
CYH,Buy,0.9580999
NNE,Sell,0.9999193
CCNE,Buy,1.0
MXCT,Buy,1.0
NFBK,Buy,1.0
NCMI,Buy,0.9999994
TRC,Buy,1.0
LAAC,Buy,0.8279157
BLE,Buy,1.0
ITRN,Buy,1.0
YMAB,Buy,1.0
DSU,Buy,1.0
SAVA,Buy,1.0
SPFI,Buy,1.0
VCV,Buy,1.0
FULC,Buy,1.0
EB,Buy,0.99310017
MCBC,Buy,1.0
ATLC,Buy,1.0
CMP,Buy,1.0
RSVR,Buy,1.0
OSPN,Buy,1.0
VALN,Buy,1.0
HRTX,Sell,0.9971027
SHCR,Buy,1.0
NUS,Buy,1.0
BLW,Buy,1.0
NNDM,Buy,0.99999964
HIPO,Buy,1.0
SVCO,Buy,1.0
WLFC,Buy,1.0
DDD,Buy,0.711915
ICG,Buy,0.9999988
SD,Buy,1.0
MYD,Buy,1.0
THRD,Buy,1.0
CMPS,Sell,0.52281374
HOUS,Buy,0.99998236
AROW,Buy,1.0
GGR,Buy,0.99998426
PKST,Buy,1.0
BTMD,Sell,0.99998677
TMCI,Buy,1.0
EVLV,Buy,0.99516064
HIFS,Buy,1.0
MUX,Buy,0.9956589
ADTN,Buy,0.99999976
RMT,Buy,1.0
IVR,Buy,1.0
RERE,Buy,0.84072256
TELL,Buy,0.9999981
SMRT,Buy,0.9999465
DAVE,Sell,0.9977469
TTI,Buy,1.0
MEI,Buy,1.0
SEZL,Buy,0.97816217
FATE,Buy,0.556272
CPAC,Buy,0.9954319
HIVE,Sell,0.999156
PFIS,Buy,1.0
FRA,Buy,1.0
ELYM,Buy,1.0
FNKO,Buy,0.9983158
LESL,Sell,0.99145025
RDUS,Buy,1.0
PAL,Buy,0.9996476
TBPH,Buy,1.0
EHAB,Buy,1.0
PNNT,Buy,1.0
RDW,Buy,0.9903949
CEVA,Buy,1.0
ODC,Buy,1.0
BHB,Buy,1.0
ABSI,Buy,1.0
MLP,Buy,1.0
NBB,Buy,1.0
PRTH,Buy,1.0
GLRE,Buy,1.0
NNOX,Buy,0.994218
BVS,Buy,1.0
GDEV,Buy,1.0
AMCX,Buy,0.999995
ESPR,Sell,0.9999466
FPH,Buy,0.9935436
ESQ,Buy,1.0
SOHU,Buy,1.0
MVF,Buy,1.0
ALT,Sell,0.6600106
PGC,Buy,1.0
BTBT,Buy,0.99999857
ALNT,Buy,1.0
GAU,Sell,0.6501952
NQP,Buy,1.0
HPI,Buy,1.0
PACB,Buy,0.9867498
SMBK,Buy,1.0
AGS,Buy,1.0
SES,Buy,1.0
VYGR,Buy,0.99995565
GUT,Buy,1.0
JILL,Buy,1.0
NML,Buy,1.0
ZUMZ,Buy,1.0
ACCO,Buy,0.9999981
NKTX,Sell,0.9054823
CSV,Buy,1.0
RWAY,Buy,1.0
ONEW,Buy,1.0
WLDN,Buy,1.0
EYPT,Buy,0.99993944
TSHA,Buy,1.0
VHI,Buy,1.0
JPI,Buy,1.0
DGICA,Buy,1.0
GNE,Buy,1.0
SRI,Buy,1.0
KODK,Buy,0.99999785
LYTS,Buy,1.0
OPFI,Sell,0.99932134
FUBO,Buy,0.8794092
SHBI,Buy,1.0
WOW,Buy,0.99996936
CWCO,Buy,1.0
HLLY,Buy,1.0
PPTA,Buy,0.9999995
NTGR,Buy,1.0
BFK,Buy,1.0
CHW,Buy,1.0
FFIC,Buy,1.0
HRZN,Buy,1.0
LOVE,Buy,1.0
LWLG,Buy,1.0
KYTX,Buy,1.0
AURA,Buy,0.9968485
SNDA,Buy,1.0
VPG,Buy,1.0
KRNY,Buy,0.9999881
AVK,Buy,1.0
CLDT,Buy,1.0
PTSI,Buy,1.0
OCGN,Sell,0.6917183
FFWM,Buy,1.0
BOC,Buy,1.0
TSAT,Buy,0.999974
CTO,Buy,1.0
HCAT,Buy,1.0
DAO,Buy,0.9999956
ALRS,Buy,1.0
SENEB,Buy,1.0
CVGW,Buy,1.0
IGD,Buy,1.0
VALU,Buy,1.0
CYRX,Buy,0.99999976
CCCC,Sell,0.5963914
YRD,Sell,0.99856985
NEXN,Buy,1.0
MPB,Buy,1.0
RMR,Buy,1.0
RICK,Buy,1.0
HVT,Buy,1.0
DBI,Buy,1.0
DDL,Sell,0.9996407
LINC,Buy,1.0
KRRO,Buy,0.99999976
TMC,Buy,0.99941814
ETO,Buy,1.0
CDLX,Buy,0.81997746
EDIT,Sell,0.9996475
SENEA,Buy,1.0
EVN,Buy,1.0
ACRE,Buy,1.0
PGEN,Buy,0.99918765
MOFG,Buy,1.0
ANRO,Sell,0.9993606
ETB,Buy,1.0
LSEA,Buy,1.0
VLGEA,Buy,1.0
WDH,Sell,0.833241
HQL,Buy,1.0
WALD,Buy,1.0
PSTL,Buy,1.0
DHIL,Buy,1.0
LYEL,Buy,0.9993831
CRMT,Buy,1.0
ANIK,Buy,1.0
ARTNA,Buy,1.0
CERS,Buy,0.99439394
MTW,Buy,1.0
PERI,Buy,1.0
EOSE,Buy,0.8923578
NKLA,Buy,0.96724665
LMNR,Buy,1.0
CWBC,Buy,1.0
RBB,Buy,1.0
EAD,Buy,1.0
HDSN,Buy,1.0
SHYF,Buy,1.0
MYN,Buy,1.0
ISPR,Buy,0.99999905
HIX,Buy,0.99999464
SGU,Buy,1.0
BYND,Buy,0.9992424
URG,Buy,0.99624616
BSRR,Buy,1.0
FFA,Buy,1.0
ENGN,Sell,0.99909246
VKI,Buy,1.0
AAOI,Sell,0.8086342
TROO,Buy,1.0
SMHI,Buy,1.0
AXGN,Buy,0.99999857
NVEC,Buy,1.0
CCSI,Buy,0.9999999
CYD,Buy,1.0
XFLT,Buy,1.0
ORGO,Buy,0.99921227
SMLP,Buy,1.0
REAL,Buy,0.99656254
JOUT,Buy,1.0
GNTY,Buy,1.0
RVNC,Buy,1.0
EFR,Buy,1.0
HYLN,Sell,0.6661984
NEGG,Sell,0.87145674
REI,Buy,0.99832195
PKOH,Buy,1.0
LEO,Buy,1.0
TYG,Buy,1.0
RYAM,Buy,0.9999932
TRML,Buy,1.0
NLOP,Buy,1.0
QD,Buy,0.83993095
IPX,Buy,1.0
TITN,Buy,1.0
GBAB,Buy,1.0
TCRX,Buy,0.999752
MCI,Buy,1.0
KTF,Buy,1.0
IMMR,Buy,1.0
CARE,Buy,1.0
BWB,Buy,1.0
BBAI,Buy,0.99259746
QURE,Buy,0.99995685
ASLE,Buy,1.0
SLDP,Sell,0.59332573
CVEO,Buy,1.0
DENN,Buy,1.0
HIO,Buy,1.0
ITIC,Buy,1.0
ORN,Buy,0.9455508
MCS,Buy,1.0
LNZA,Sell,0.95797855
RRBI,Buy,1.0
ASA,Buy,1.0
CDRO,Buy,1.0
AVNW,Buy,1.0
NRIM,Buy,1.0
HPF,Buy,1.0
LXEO,Buy,0.9999987
BGR,Buy,1.0
RGP,Buy,1.0
NWPX,Buy,1.0
SWIM,Buy,1.0
TALK,Buy,0.99989116
FRBA,Buy,1.0
BFZ,Buy,1.0
EGHT,Buy,0.9999716
RNAC,Sell,0.99458057
DADA,Buy,1.0
MPX,Buy,0.9999999
HNST,Buy,0.99999666
BBCP,Buy,1.0
RDVT,Buy,1.0
WTI,Buy,0.95028216
COMM,Buy,0.9307094
YSG,Buy,0.9907703
EFT,Buy,1.0
BBW,Buy,1.0
ACIU,Buy,1.0
NEWT,Buy,1.0
ADCT,Sell,0.996689
XERS,Buy,0.9999974
SKYT,Buy,1.0
ACNB,Buy,1.0
CABA,Buy,1.0
NAN,Buy,1.0
MYTE,Buy,0.7499281
PPT,Buy,1.0
NVRO,Buy,1.0
APEI,Buy,0.9999995
VNDA,Buy,0.93607616
AWP,Sell,0.9963754
TTEC,Buy,0.9999968
FISI,Buy,1.0
ALTG,Buy,1.0
XPER,Buy,1.0
FORR,Buy,1.0
ARDC,Buy,1.0
TRUE,Buy,1.0
BMRC,Buy,1.0
TBI,Buy,1.0
MCFT,Buy,1.0
WTBA,Buy,1.0
UNTY,Buy,1.0
ATNI,Buy,1.0
ZH,Buy,0.9839168
EBTC,Buy,1.0
BRT,Buy,1.0
FBIZ,Buy,1.0
GHI,Buy,1.0
SCM,Buy,1.0
DSX,Buy,1.0
CAN,Buy,0.9377868
BDTX,Sell,0.99996746
UXIN,Sell,0.9988047
NAUT,Buy,0.99999964
FMAO,Buy,1.0
HBCP,Buy,1.0
QTTB,Sell,0.99603575
PANL,Buy,1.0
MTLS,Buy,1.0
SPIR,Buy,0.9999261
NREF,Buy,1.0
SGC,Buy,1.0
FHTX,Sell,0.9998566
LAW,Buy,0.5635619
INZY,Buy,0.99968016
MIY,Buy,1.0
LOCO,Buy,1.0
KMDA,Buy,1.0
FOF,Buy,1.0
TPVG,Buy,1.0
ALXO,Sell,0.99874157
CHGG,Buy,0.99999964
MODV,Buy,1.0
HEAR,Buy,1.0
ZYXI,Buy,1.0
